0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	36	1	4	36	1	2	1	90	2	16	18	4	1	12	4	2	10	1	6	1	1	20	1	1100	1	1	9	2	1	30	8	1	4	1	66	3	4	1	18	1	6	1	528	1	16	8	1	2	3	1	4	24	4	48	22	1	10	156	1	1	9	1	1	6	8	1	8	3	6	1	4	125	1	1	1	8	8	1	4	1	2	5	2	1	288	16	1	1	1	8	4	3	1	1	32	1	0
0	1	1	126	1	4	12	1	24	1	2	3	1	1	336	1	2	1	3456	2	4	8	4	1	24	1	480	3	1	1	32	10	2	1	2	2	864	4	1	4	1	10	60	3	10	1	4	30	4	20	2	220	1	6	1	1	75	2	1	9	4	4	44	4	6	132	3	2	1	16	1	8	1	4	4	2	440	1	8	6	1440	48	6	1	168	18	4	1	96	2	224	1	6	2	1	36	2	3	0
0	1	1	1	48	1	4	2	4	6	6	2	1	234	4	1	24	4	1	9	960	2	12	12	4	1	6	144	1	84	1	1	36	3	3	3	35	3	18	1	1	25	1764	4	1	90	1	1	3	1	35	1	4	12	2	32	1	210	2	4	1	2	5	84	1	330	12	1	4	6	2	12	140	2	3	12	1	450	3	1	1	56	1	540	1	4	1	8	60	3	2	144	1	120	3	3	1	1	0
0	1	1	6	1	20	80	12	2	1	96	60	3	2	1	12	4480	1	2	1	3	1	1	280	1	18	1	1	60	2	2	372	112	4	8	4	576	2	1	1	24	6	1	1	24	1	120	1	336	1	6	4	168	1	12	1	4	1	72	1	8	4	1120	5	1	1	1	1	5	42	1792	1	4	1	12	1	8	2	32	2	24	1	2	3	16	1	144	1	1	1	1	10	240	3	256	30	4	1	0
0	1	1	6	16	25	4	2	28	2	90	1	4	6	6	4200	2	5	18	1	4	2	42	4	12	24	6	1	560	225	1	4	9	1	2	60	2	1	720	30	1	1	8	50	1	12	2	1	25	1	3	2	1	900	12	8	1	12	1	384	1	8	1	32	40	1	32	10	480	1	1	2835	12	6	2	4	12	1	300	40	1	2	9	200	1	1170	30	12	8	1	216	1	2	1	1	1	100	3	0
0	72	1	1	3	40	1	1	3	400	6	1	1	1248	1	60	1	8	1	6	45	240	12	2	1	3	112	9	2	1	24	1	2	28	1	4	1	144	1	2	480	2	24	1	4	18	1	8	288	1	1	18	4	1	108	1	4	72	110	1	32	6	2	1	3	9	1	1	24	660	4	3	60	1050	3	1	1	72	1	2	336	4	6	1	4	6	1	168	1	48	1	540	1	2	12	2	50	12	0
0	1	420	2	4	2	1	20	3	1	1	18	600	1	5390	4	18	1	1	875	2	1	6	1	70	8	2	1	4	16	1680	42	1	70	252	1	36	1	8	2	36	2	1	18	60	1	36	1	2	25	2100	1974	1	12	6	54	30	1	10	1	2	2	1	32	72	4	224	42	1	6	80	1	2	1	168	21	616	1	8	56	6	1	252	4	1	12	1	1232	16	1	2	2	12	240	20	1	4	1	0
0	2	8	1	8	160	3	4	1	4	6	1	2	936	6	1	18	168	24	2	8	1	4	1	7	72	5	1	4	1	2	18	18	1	12	1	1	18	3	2	1	15	252	1	2	18000	1	24	1	8	2	8	1	1	1	720	1	8	8640	3	80	2	24	2	1	2475	22	2	2	1	8	1	6	1	2	1	10	550	1	28	1	1	3	16	4	12	4704	1	48	216	2	1	12	1	2	2	24	4	0
0	18	1	270	4	1	60	72	3	4	2	256	3	28	1	1	1	1	1	1	84	3	990	8	24	2	1	360	140	2	50	1	4	4	1	756	2	1	1368	18	144	27	12	1	144	1	144	378	6	1	1	48	1	1	882	8	1	2	1	48	2	630	972	4	72	6	1	1	72	4	1	24	1	54	1	4	1056	1	96	1	4	1	32	1	324	1	8	54	1	4	1296	4	10	30	1	30	1	1	0
0	5	36	8	1	252	1	24	1	1	3	2	1	3	1	1	18	2	2	126	1	4	528	1	1	9	600	1	2	105	1	6	1	1	30	1	168	2	1	1	12	2	1	81	1	12	63	1	16	3920	6	1	1	80	1	2	3	2400	4	3	2	1	3	14700	2	1	6	1960	1	36	6	12	1	4	84	520	1	24	1	760	8	32	1	1	3	160	1	2	8	1	40	1	6	4	2	90	1	4	0
0	20	1	2	2	1	10	28	1	10	36	1	2	1638	9	8	1	24	1	2	56	1848	1	4	48	1	4	2	14	120	3	6	7040	8	2	4	660	6	2	120	8	3	2	1	100	2	6	4	1	45	4	4	99	55	4	150	1	8	1	2	20	1	12	2	2	770	2464	1	16	1	1	3	360	1	1	6	96	1	8	36	1	22	528	3	40	2	2	2	1	165	1	4	990	1	2	9	10	2	0
0	1	4	2	144	2	1	6	12	6	2	2	30	1	30	12	1	2	20	95	1440	14	6	240	1	1	3	60	6	2	1	12	1	3168	1	1	1	16	1	2	1	8640	1	1	9	1	4	6	4	1	180	1	2	1	8	1	198	1	8	3240	1	18	144	1	2448	1	48	15	1	2	160	630	1	42	2	1	3	2	1	6	1296	1	192	84	2	1	2	45	24	18	4	2	1	24	16	1	24	1	0
0	2	12	1	8	3	32	1	4	1	520	52	12	2	1	128	5	4	1	988	1	4	2	108	4	42	8	1	2	6	1	1	54	165	30	4	4	1	80	1	72	1	4	78	10	25	1	2	3	8	210	18	2	12	1848	24	1	8	1	16	4	1	18	4	1	36	4	1	360	18	1	1	6	140	3	6	4	364	156	1	2	2652	1	4	252	2	128	1	1	2	1	105	2	1	32	4	1	16	0
0	1	16	20	1	8	1	784	1	28	1	48	9	1	2	16	20	28	72	342	15	2	1	4	1	36	1	4	17640	1	10	126	1	240	1	4	1	14	1	18	10	8	1	1	1	108	6	10	84	12	1	12	189	2	1	4	2	2	8	1	6	4	1	6	16	1	1	1	4	1	1	5	600	58800	44	1	6	1	2	6	24	1	48	1	4	22022	1	4	36	40	12	2	1	30	140	630	2	1	0
0	15	1	2	18	1	8	3	6	12	2	12	1	16	15	3	1	1	3	10	1	4	6	1	1440	1	40	1	1	12	15750	1	4	27	6	1	3	210	4	108	1	2	45	24	6	4	1	31725	1	1	18	1	1	3	84	1	405	5535	1	4	540	1	8	1	816	32	18	3	4	6	2	1	12	48	4	2	72	2	4	144	1	16	2	540	1	2	1620	9	2	1	90	105	24	6	1	4	6	2	0
0	3	2	12	512	160	1	108	4	1	1	1	4	1	28	1	4608	8	2	90	1	24	72	60	1	32	3	1	4	6960	1	2	180	1	1	12	400	1	1	3	72	4	12	1	2	1	8	1	12	16	1	8	2	228960	1	390	2	1	4	1	10	2	12	30	4	1	2	1	18720	600	3	1	1	24	1	12	2	3	1	4	48	3	1	1	13440	1	1	24	1	4	3	8	20	2	32	1	8	1	0
0	1	8	9	2	1	1632	2	8	1	64	33	204	187	1	6	120	1	4	1	3	4	1	2	3264	2	68	1020	9	2	4	270	2	4	1	4	1	160	18	1	1	15	2142	1	1	459	16	4	612	1	1	1	816	1	8	1	2	10	510	340	3	1	2	612	578	4	1	56	12	1	3	1	1	3	4080	1	1	9	240	1	1	612	4	1	3	2	1	1	30	3	1	1	8	1	2	12	1	16	0
0	2	60	1	1	6	2	1	72	1	1	3	108	1	216	24	1	162	1	12	216	1	4	1	12	1	2	3	3	24	1	8	1	264	18	3780	2	4	1	4	1	1296	4	3	3456	3	1	1	4	140	1	24	1	1	18	2	576	2	1	9	1440	6	4	6	4	18	576	2	1	60	3	1	1	3	32	2	7920	1	2	18	36	1	60	9	8	1	216	8	1	16	2	12	28	3	80	1	48	1	0
0	45	2	1	2	4	20	756	1	16	1	2	1	52	9	2	3	80	2	2	3	7980	1	30	6	912	24	12	4	1	24	1	72	1	2	175	12	1	8	1	5130	2	1	18	2	1	3420	2	8	1	2	1	252	3	1	1539	2	1	54	2	1	270	2	1	63	1	4	1	2280	1	2	5	32	6	1	3	1	4	18	1	3	2	1	90	1	40	3	2	1	6156	9	4	1	912	1	4	1	228	0
0	2	1	36	1	40	1	8	6	1	3	48	2	117	2	1	2	1	60	1	4	1	432	1	2	6	16	3	1	1	7200	2	2	120	40	36	1	12	480	20	10	1	24	1	4	18	1	30	9	4	7	360	1	16	1920	2	2	25	1	1	2	2	480	12	1	144	1	3	3	11600	160	1	2	1	48	2	1	120	1	760	1	24	4	2	8	3	64	8	96	1	1280	2	1	9	4	6	36	1	0
0	6	8	1	20	100	40	3	168	14	3150	1	2	30	2	12	1	12	210	5	12	1	4	1	576	1	12	2	12	71253	6	1	24	3	1	1	120	1	8	1	4	9	78	6	2	54	2	1	6	1	3024	1	16	1	4	1	4	6	1	6	12	1	240	1	40	1	16	12	1680	24	1	1	6	96	1	4	3	16	2	20	1134	1	1	3	77	8	2	1	1	32	1	2058	3	10	1	2	2	8	0
0	264	1	24	2	9	2	1	9	1	1	12	1	12	56	44	54	1	2	9	5280	18	2	6	6	3	72	2	1	6	1	1364	1	4	8	6	4	1	320	8	1	120	1	1	1	1	10	2	30	4	1	52734	2	48	4	30	16	1	10	140	1	6	9	2	1	18	140	1	4	1	20	2970	2	48	18	1	4	63	45	1	1	12	2	14	1	1	1	8	120	1	448	1	4	108	12	8	1	12	0
0	4	690	2	1	2	48	2	920	1196	18	10	1	24	4	3	1	4	32	1	2	1	7590	1	1	6	1	7452	54	4	2	56	2	6	8	1	1	144	2	1	4	4	160	1	8	2	2	30	1	138	3	2142	1	6	1	1	6	2	19320	1	110	2	1	90	4	3	1	4	15	2	4	1188	1	1	1	368	25	10	1	2	6	6	1265	1380	1	48	6	1	1	32	1	224	4	1	420	1	46	3	0
0	1	1	72	64	2	1	9	2	2	4	1	96	1	28	4	2	3264	288	1	4	30	1	10	108	3	2	1	24	1	2400	1	4	1	72	1	18	1	2	108	1	32	1	4536	2	1	8832	1	960	4	1	12	4	240	144	2	4	2952	1	8	228	5	6	1	2	3	40	9	6	9	1	1	360	2	6	1	2	45	1	4	2106	1	8	1	12	1	120	1848	1	14	12	2	1	12	1	100	28	2	0
0	4	2	9	6	8	2	2800	1	1	1	8	15	1	2	2250	300	3	2	3	144	1	8	1	2	2	1	8	1	54	2	1	4000	1	1	30	2	2500	3	1	10	1	100	2	1	16	1	31725	6	1	1	6	1	2	12	2	1125	164	6	1	1	1600	9	2	4	180	2	2	4	800	8	2	18	7500	3	20	2	1	126	3	1	1	4	4	1	3250	1	4	1	96	1	224	21	15	4	1	4	1	0
0	1	2	12	1	20	2496	2	2	60	120	1	2	36	2	3	3	1	1	18	1	210	12	20	16	3	4056	60	4	8	4	6	20	3	3536	1	2	1	1144	260	56	4	1	2	160	1	16	1	8	4576	3	12	21	48	40	1	4	3	48	780	4	1	30	18	1300	1	14976	1	1	6	1	45	1	1	3	5382	6	12	1	2	48	9	54	1	10	260	1	6	1	2	540	2	1	1950	6	1	30	3	0
0	24	20	2	1	2	1	280	4	1	1	3	900	1	96768	1	4	2	24	1	16	2	8	2	1	2	48	2	1	6	96	1	1	2673	4	8	4	4	16	1	1	3	1944	2	1728	30	2	1	3	2	90	1	1	6	2	80	1	6	2	1	3456	999	8	1	2	1	25	3	72	1	20	320	8	2	9	32	1	15876	135	24	2	1	4	1200	1	1	54	2	5	648	1	48	1	2	1	6	1	6	0
0	1	5	81	6	4	24	1	240	1	16	140	3	12	1	4	1440	30	1	1	6	1	24	4	20160	2	1	4	32	1	2	5	32	1	1632	1	2	1	140	4	36	8	6	1	1	196	12	21	8	1	1232	2	4	48	1	12	2	8	2	16	2	1221	1	8	12	3	14	2	5	36	1	4	1	525	2	1	300	5	5600	6	6	1	1	3	8	1274	1	24	672	1	12	1	4704	1	1	1	4	5	0
0	5	45	4	1	2	5	6	1	1	3	66	1	1	84	3	3	1	4	1653	8	6	12	1	16	18	4	1	11368	2	40	1	1	3	48	1	4	7511	1	6	1	1	10	2	14	39150	1	1	9	3	1	32712	15	1	4	1	8	120	1	2	1	1	15660	3	1	2	64	1	1	3	6496	2	12	2	1	120	1	1	3	4	1	5916	15	6	2	1	720	1	1	2	2	40	12	1	6	180	1	4	0
0	1	1	3	20	150	140	6	1	96	1	1	1	56	2	2	3	4	1944	1	8400	1	4	16	1	2	1	224	3	18	1	11160	4	168	1	6	3	48	1	4	720	24	2	1	5280	6	1	1	720	4	11520	1	8	2	2	1	120	3	88	1	12	4	1	24	1	40	1	120	1	66990	4	2	1	2	1200	1	8	3	320	1	24	1	2	6	1	60	1	1	120	1	1	3	12	4	28	1	8	1	0
0	1	4	18	496	6	4	112	9	1	6	12	9	8	1	3240	1	2	12	1	1	9765	1	2	18	372	12	4	1	4	50220	1	8	2	1	12	3906	6	1	18	2	1	9	217	9504	1	36	1	2	6	1	24	2	1	15	186	15	1	1	2	4	72	1	186	510	1	2	12	1	2	48	16	18	12	1	192	3	1	2	2356	1	16	1	360	2	2	1	1512	2	4	120	4	1	900	1	4	10	2	0
